No.,相対PASS,発行年,巻数,号数,開始ページ,終了ページ,論文タイトル,著者,file_name,HPリンク先,PDFリンク先,file_path,num_pages,llm_keywords,primary_keywords,secondary_keywords,featured_keywords,対象物_all,対象物_top3,対象物_根拠,研究タイプ_all,研究タイプ_top3,研究タイプ_根拠
2048,日本醸造協会誌/96巻/2号/96_107.pdf,2001,96,2,107,110,ミツカングループの米国への進出と最近の概況,石原 一秀,96_107.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/2/96_2_107/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/2/96_2_107/_pdf/-char/ja,,,食酢; ミツカン; 米国; 進出; 醸造; 市場; 多角化; 品質管理; 製造技術; すし,アメリカ; 食酢; ミツカングループ; ナカノフーズ; 米酢; アメリカン; 買収; 工場; 進出; インダストリー; ネタ; 現地生産; 日本; ブーム; ワインビネガー; 生産体制; 事業展開; カリフォルニア; 億円; 全米,社名; 日本食; 商品開発; 事業拡大政策; 米糖化設備; クカマンガ; 又左工門; ナカノ; 米酢元; 原料; 積極的; サイダービネガー; 食酢以外; 海外戦略; 市場; ホワイトビネガー; negar; 肉食; 多角化; ミツカン,,アルコール飲料; 発酵食品; ワイン; 酵母・微生物; 農産物・果実; 清酒,アルコール飲料; 発酵食品; ワイン,アルコール飲料=>アルコール; 発酵食品=>甘酒; ワイン=>ブドウ,歴史・文化・経済; 応用利用・食品開発; 醸造工程・製造技術; 品質評価・官能評価,歴史・文化・経済; 応用利用・食品開発; 醸造工程・製造技術,"歴史・文化・経済=>市場, 需要, ブランド; 応用利用・食品開発=>調味料, 製品化, 応用; 醸造工程・製造技術=>製造, 工程, 熟成"
2049,日本醸造協会誌/96巻/2号/96_111.pdf,2001,96,2,111,112,お答えします,編集部,96_111.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/2/96_2_111/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/2/96_2_111/_pdf/-char/ja,,,清酒; 品質設計; ソフト清酒; アルコール; 炭酸ガス; 酸度; 糖濃度; 醸造協会誌,清酒; アルコール; 昭和; 醸協; 国税庁醸造試験所; ソフト; ミツカングループ; キリンビール; ライト; 広報担当; 日生; 抱負; 勤務先; 略歴; 趣味; 所在地; 横浜市鶴見区生麦; 8628; nan; 度数,現在; ソフトタイプ; 新潟県醸造試験場; 東京国税局鑑定官室; 株式会社入社; 開発; 製造; 就任; 大事; 年早稲田大学政治経済学部経済学科卒業; 東蒲原郡津川町大字津川字本陣場; 年千葉大学工学部機械工学科卒; 信州大学農学部農学科卒業; 年麒麟山酒造株式会社入社; 年立教大学社会学部卒; 生産本部技術開発部; 株式会社醸造研究所; 麟山酒造株式会社; 分子分類学的特性; バーチャルビール,,アルコール飲料; 清酒; ビール,アルコール飲料; 清酒; ビール,"アルコール飲料=>アルコール; 清酒=>清酒; ビール=>ビール, ホップ",応用利用・食品開発; 醸造工程・製造技術; 成分分析・物性評価; 品質評価・官能評価,応用利用・食品開発; 醸造工程・製造技術; 成分分析・物性評価,"応用利用・食品開発=>開発, 利用, 応用; 醸造工程・製造技術=>製造, 発酵; 成分分析・物性評価=>酸度"
2050,日本醸造協会誌/96巻/2号/96_115.pdf,2001,96,2,115,120,愛媛県内清酒醪からの多酸性酵母の分離とそれを用いた貴醸酒醸造試験,宮岡 俊輔; 新谷 智吉; 森本 聡,96_115.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/2/96_2_115/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/2/96_2_115/_pdf/-char/ja,,,清酒; 多様化; 貴醸酒; 酵母; 多酸性酵母; リンゴ酸; 発酵能力; アルコール耐性; 有機酸,多酸性酵母; KKR9-; KKR5-; Kijo-shu; 貴醸酒; 協会; 号酵母; リンゴ; アルコール; KKR5; WK3; 選抜; 耐性; 新谷; 宮岡; 減量; ピルビン; 愛媛県内清酒膠; 発酵試験; 森本,酸度; 分離; 多酸性; 佐藤信; 貴醸酒醸造試験; 貴醸酒醸造; KA4-; brewing; Ehime; 高橋康次郎; 仕込; strains; 酵母; 小仕込; 菌株; 清酒; 醸協; MDH2; 株中; 製成酒,,アルコール飲料; 酵母・微生物; 農産物・果実; 清酒; ワイン; ビール,アルコール飲料; 酵母・微生物; 農産物・果実,"アルコール飲料=>アルコール; 酵母・微生物=>酵母, 菌株; 農産物・果実=>リンゴ",醸造工程・製造技術; 成分分析・物性評価; 微生物・遺伝子関連; 応用利用・食品開発; 歴史・文化・経済; 保存・安定性; 品質評価・官能評価,醸造工程・製造技術; 成分分析・物性評価; 微生物・遺伝子関連,"醸造工程・製造技術=>発酵, 蒸米, 熟成; 成分分析・物性評価=>酸度, 吸光度, 分析; 微生物・遺伝子関連=>菌株, 遺伝子, 変異株"
2051,日本醸造協会誌/96巻/2号/96_121.pdf,2001,96,2,121,128,酸性ウレアービによる尿素分解速度の欧州産と米国産ワインにおける比較及びワイン成分との関係,児玉 成一; 伊藤 清,96_121.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/2/96_2_121/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/2/96_2_121/_pdf/-char/ja,,,ワイン; ウレアーゼ; 尿素分解速度; 成分; 阻害; フッ素; L-リンゴ酸; L-乳酸; 重回帰分析; 相関分析,尿素分解速度; 欧州産; ワイン; 米国産; ウレアーゼ; フッ; 素含量; Ough; 対数; 酸性; 比較及; 児玉; rate; リンゴ; degradation; urea; Tri; 乳酸; 相関; 成分,European; 阻害; 有意; wine; fluoride; ワインタイプ; 重回帰分析; Tabl; ロゼワイン; cat; 尿素分解速度定数; ndi; 平均値; the; and; regressi; gni; 伊藤; constant; 尿素含量,,ワイン; 農産物・果実; アルコール飲料; アミノ酸・タンパク質; 酵母・微生物,ワイン; 農産物・果実; アルコール飲料,"ワイン=>ワイン, ブドウ; 農産物・果実=>リンゴ, 種子; アルコール飲料=>エタノール",成分分析・物性評価; 歴史・文化・経済; 醸造工程・製造技術; 統計解析・モデル化; 応用利用・食品開発,成分分析・物性評価; 歴史・文化・経済; 醸造工程・製造技術,"成分分析・物性評価=>測定, 分析; 歴史・文化・経済=>市場; 醸造工程・製造技術=>発酵, 工程"
2052,日本醸造協会誌/96巻/2号/96_129.pdf,2001,96,2,129,136,変異型 α-イソプロピルリンゴ酸合成酵素遺伝子およびロイシン脱水素酵素遺伝子を導入した高香気性清酒酵母の育種,上東 治彦; 加藤 麗奈; 河本 織江; 関 美緒; 中川 悦子; 小島 有理; 永田 信治; 味園 春雄,96_129.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/2/96_2_129/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/2/96_2_129/_pdf/-char/ja,,,酵母; 遺伝子; 変異; ロイシン; 脱水素酵素; 形質転換; 清酒酵母; 酵素活性; アルコール; 香気成分,LEU4; ロイシン; pAUR; 変異型; 脱水素酵素遺伝子; イソプロピルリンゴ; TFL; 導入; PCR; TFL-; 遺伝子; プライマー; 酸合成酵素遺伝子; イソアミル; 酸合成酵素; 清酒酵母; 高香気性清酒酵母; 親株; 形質転換株; 変異点,プラスミド; DNA; 河本; 宝酒造製; 味園; 形質転換; 酢酸; 鋳型; sphaeri; pmol; 耐性株; 上東; 永田; 小島; 中川; 反応液; 大腸菌高発現株; 101; the; col,,アミノ酸・タンパク質; アルコール飲料; 酵母・微生物,アミノ酸・タンパク質; アルコール飲料; 酵母・微生物,"アミノ酸・タンパク質=>ロイシン, 酵素活性, バリン; アルコール飲料=>エタノール, アルコール; 酵母・微生物=>酵母, cerevisiae, 菌株",微生物・遺伝子関連; 統計解析・モデル化; 成分分析・物性評価; 品質評価・官能評価,微生物・遺伝子関連; 統計解析・モデル化; 成分分析・物性評価,"微生物・遺伝子関連=>PCR, 遺伝子, プラスミド; 統計解析・モデル化=>解析; 成分分析・物性評価=>測定, 吸光度, 分析"
2053,日本醸造協会誌/96巻/3号/96_143.pdf,2001,96,3,143,143,食品関係公設試の役割,南場 毅,96_143.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/3/96_3_143/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/3/96_3_143/_pdf/-char/ja,,,公設試; 食品工業技術センター; 技術支援; 耐熱性芽胞菌; Bacillus; 低食塩味噌; 抗菌性乳酸菌; 地域連携; 酒造好適米; 発酵漬物,企業; nan; 食品関係公設試; 試験研究; 技術指導; 公設試; 耐熱性芽胞菌; 米胚芽; 産学官共同研究; Baci; 技術支援; センター; 食品業界; メーカー; 連携; 試醸; 所長南場毅愛知県食品工業技術; 日本食品科学工学会技術賞; 役割愛知県食品工業技術; 麺類等加工食品製造等,県農業総合試験場; 科学技術交流財団; 衛生管理等数多; 高圧高温殺菌法; 加藤主任研究員; 連携地域農産物; 研究機関等地域; 食料品出荷額; 知多半島近海; 年入所以来; 実施公設試; 中小食品; 加熱併用; 食晶開発; 抑調効果; 装置費; 巻頭随想; 地元; 全国都道府県; 抗菌性乳酸菌,,味噌; アルコール飲料; 発酵食品; 清酒,味噌; アルコール飲料; 発酵食品,"味噌=>味噌, 豆味噌, 米味噌; アルコール飲料=>エタノール; 発酵食品=>発酵食品",醸造工程・製造技術; 保存・安定性; 応用利用・食品開発,醸造工程・製造技術; 保存・安定性; 応用利用・食品開発,"醸造工程・製造技術=>蒸米, 熟成, 醸造; 保存・安定性=>保存性; 応用利用・食品開発=>開発"
2054,日本醸造協会誌/96巻/3号/96_144.pdf,2001,96,3,144,150,国の行政改革と鑑定官室100年の歴史,白上 公久,96_144.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/3/96_3_144/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/3/96_3_144/_pdf/-char/ja,,,鑑定官室; 行政改革; 財務省; 酒類; 技術; 製造指導; 級別制度; 品質改善; 鑑評会; 安全性,鑑定官室; 事務; 鑑定官; 事務運営; 酒類業; 酒類; 行政; 酒総研; 行政改革; 品質及; 技術的事項; 改善及; 確保; 効率的効果的; 発達改善; 保全並; 指導; 実施; 2001; 独立行政法人化,級別制度; 製造指導; 利害関係者; 昭和; 酒類業界; 組織及; 発達; 所掌事務; 場合; 成分値等; 授与; 清酒; 職員; 改革; 講習会等; 技術基盤; 技術指導; 国税庁醸造研究所; 安全性; 透明性,,清酒; 焼酎; アルコール飲料; ワイン; ビール; 酵母・微生物,清酒; 焼酎; アルコール飲料,"清酒=>清酒, 酒造; 焼酎=>本格焼酎, 焼酎; アルコール飲料=>ウイスキー",歴史・文化・経済; 品質評価・官能評価; 応用利用・食品開発; 醸造工程・製造技術; 環境・サステナビリティ; 健康機能・栄養効果; 保存・安定性; 微生物・遺伝子関連; 成分分析・物性評価,歴史・文化・経済; 品質評価・官能評価; 応用利用・食品開発,"歴史・文化・経済=>歴史, 経済; 品質評価・官能評価=>品質, 評価; 応用利用・食品開発=>開発, 食品, 利用"
2055,日本醸造協会誌/96巻/3号/96_151.pdf,2001,96,3,151,164,ビールろ過 (1),乾 祐哉,96_151.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/3/96_3_151/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/3/96_3_151/_pdf/-char/ja,,,ビール; ろ過; 透明; 固形分; 酵母; 雑菌; 加熱殺菌; 生ビール; 珪藻土ろ過機; ろ過助剤,ビール; 珪藻土; 過機; プリコート; 過助剤; 過工程; ケーク; リーフ; ディスク; ボディーフィード; キャンドルフィルター; パーライト; 過面積; 珪酸; LTROX; エレメント; 差圧上昇; 過精度; 一次; 公称,固形分; パスツリゼーション; 工程; 珪藻殻; 図参照; 珪藻; 型遠心分離機; 水平回転; 二次; 商品名; セルロース; 脱気水; 遠心分離機; 使用; 注入量; ビン; 脱気水置換; 珪藻土等; ダルシー; 過開始時,,ビール; 酵母・微生物; アミノ酸・タンパク質,ビール; 酵母・微生物; アミノ酸・タンパク質,"ビール=>ビール, ホップ, 麦芽; 酵母・微生物=>酵母, 微生物; アミノ酸・タンパク質=>蛋白質",醸造工程・製造技術; 応用利用・食品開発; 環境・サステナビリティ; 歴史・文化・経済; 保存・安定性; 品質評価・官能評価; 成分分析・物性評価; 微生物・遺伝子関連,醸造工程・製造技術; 応用利用・食品開発; 環境・サステナビリティ,"醸造工程・製造技術=>工程, 熟成, 製造; 応用利用・食品開発=>利用, 開発; 環境・サステナビリティ=>排出"
2056,日本醸造協会誌/96巻/3号/96_165.pdf,2001,96,3,165,173,イソフラボン酒石酸誘導体ショウユフラボン-その発見と生理活性,木下 恵美子; 相島 鐵郎,96_165.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/3/96_3_165/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/3/96_3_165/_pdf/-char/ja,,,醤油; 風味; 成分; 分析; HPLC; ケモメトリックス; パターン認識; イソフラボン; 酒石酸誘導体; 麹菌,ショウユフラボン; HDC; イソフラボン; エポキシコハク; ピーク; ヒスタミン; 化合物; 阻害作用; rans-; 阻害活性; 酒石酸誘導体; 細胞由来; 識別; 銘柄; エーテル; 醤油中; 生理活性; ngens; マストサイトーマ; 識別力,HPLC; ケモメトリックス; イソフラボンアグリコン; 醤油; 阻害剤; 認識手法; フラボノイド; アスペルギルス; カテキン; 生成機構; 発見; 濃口醤油; 脱炭酸酵素; Kinoshita; クラスタ; ーテル; 単離; mns-; LDA; ゲニステイン,,醤油; 酵母・微生物; 味噌; アルコール飲料; アミノ酸・タンパク質; 農産物・果実,醤油; 酵母・微生物; 味噌,"醤油=>醤油; 酵母・微生物=>麹菌, 細胞, 乳酸菌; 味噌=>味噌",成分分析・物性評価; 応用利用・食品開発; 品質評価・官能評価; 統計解析・モデル化; 微生物・遺伝子関連; 醸造工程・製造技術,成分分析・物性評価; 応用利用・食品開発; 品質評価・官能評価,"成分分析・物性評価=>HPLC, 分析, 定量; 応用利用・食品開発=>応用, 利用, 食品; 品質評価・官能評価=>品質, 評価"
2057,日本醸造協会誌/96巻/3号/96_174.pdf,2001,96,3,174,181,味噌醸造に存在するバクテリオシン産生乳酸球菌,恩田 匠,96_174.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/3/96_3_174/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/3/96_3_174/_pdf/-char/ja,,,味噌; 乳酸菌; バクテリオシン; バイオプリザベーション; 細菌; 抗菌活性; 食中毒; 耐熱性; 食品添加物; 微生物制御,バクテリオシン; 産生乳酸菌; GM005; 味噌醸造; 乳酸菌; 雑菌類; バイオプリザベーション; Ent; 味噌; 抗菌活性; erococcus; 属乳酸菌; ナイシン; 産生; 生育阻害作用; 産生株; Lact; ophi; hal; wel,erococ-cus; 有用乳酸菌; Tabl; アガーウェル; 食品; 拡散法; 高頻度; subt; 指示菌; Tet; obaci; ragenococcus; 存在; 検索; 安定性; 生味噌; 抗菌性物質; 諸性状; 食品保蔵; ococcus,,味噌; 酵母・微生物; 発酵食品; アルコール飲料; アミノ酸・タンパク質; ワイン; 農産物・果実,味噌; 酵母・微生物; 発酵食品,"味噌=>味噌; 酵母・微生物=>乳酸菌, 菌株, 微生物; 発酵食品=>発酵食品",応用利用・食品開発; 保存・安定性; 微生物・遺伝子関連; 健康機能・栄養効果; 醸造工程・製造技術; 成分分析・物性評価; 環境・サステナビリティ; 統計解析・モデル化; 歴史・文化・経済; 品質評価・官能評価,応用利用・食品開発; 保存・安定性; 微生物・遺伝子関連,"応用利用・食品開発=>食品, 利用, 応用; 保存・安定性=>安定性, 腐敗; 微生物・遺伝子関連=>菌株, 微生物, DNA"
2058,日本醸造協会誌/96巻/3号/96_182.pdf,2001,96,3,182,188,ワインのフェノール性異臭の成因について,篠原 隆,96_182.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/3/96_3_182/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/3/96_3_182/_pdf/-char/ja,,,ワイン; POF; 酵母; フェノール酸; 脱炭酸; ビニルフェノール; エチルフェノール; 試醸造; 野生酵母; 遺伝的性質,POF; フェノール; ワイン; 生産性; ブドウ; 生成; フェルラ; 酵母; クマール; 野生酵母; 揮発; ビニルガヤコール; Non-; 酵母株; エチルガヤコール; Bret; PAD1; 遊離型; 性異臭; 果実,anomyces; 生産性酵母; エチルフェノール; 生産性株; 酸濃度; 結合型; Chatonnet; and; 発現; Saccharomyces; Inst; 篠原隆; 異臭; Boidronand; 本異臭; 香気; 外国産; 供試酵母株; 酸分解性; J-N,,ワイン; 酵母・微生物; 農産物・果実; ビール; アルコール飲料; アミノ酸・タンパク質,ワイン; 酵母・微生物; 農産物・果実,"ワイン=>ワイン, ブドウ, 果汁; 酵母・微生物=>酵母, 野生酵母, 乳酸菌; 農産物・果実=>果実",微生物・遺伝子関連; 醸造工程・製造技術; 品質評価・官能評価; 統計解析・モデル化,微生物・遺伝子関連; 醸造工程・製造技術; 品質評価・官能評価,"微生物・遺伝子関連=>発現, 遺伝子, DNA; 醸造工程・製造技術=>発酵, 醸造; 品質評価・官能評価=>香気, 香気成分, 品質"
